Age,Annual_Income,Employment_Type,Education,Loan_Amount,Credit_Score,Purpose_Description,Default
43,33674.0,Salaried,Graduate,454170,373.0,I need this loan to renovate my home and fix the roof,1
32,109485.0,Business,Not Graduate,339290,763.0,funding for my daughter wedding expenses,0
56,119535.0,Salaried,Graduate,52264,463.0,emergency funds needed for unexpected medical procedure,0
31,96663.0,Business,Graduate,481229,747.0,I need this loan to renovate my home and fix the roof,1
34,30620.0,Salaried,Graduate,357440,347.0,purchasing new machinery for my shop,0
43,30571.0,Business,Graduate,29831,575.0,emergency funds needed for unexpected medical procedure,0
57,67658.0,Salaried,Graduate,365297,535.0,looking to consolidate credit card debt into one payment,0
37,75831.0,Salaried,Graduate,296863,541.0,purchasing new machinery for my shop,1
42,149812.0,Business,Not Graduate,458086,392.0,want to pay off medical bills after a family emergency,0
22,53674.0,Business,Graduate,247238,340.0,purchasing new machinery for my shop,0
26,40999.0,Salaried,Not Graduate,261697,490.0,looking to consolidate credit card debt into one payment,0
23,142696.0,Salaried,Not Graduate,160782,558.0,funding for my daughter wedding expenses,0
24,35785.0,Salaried,Graduate,164203,736.0,buying a new car for daily commute,0
59,18564.0,Salaried,Not Graduate,310871,554.0,purchasing new machinery for my shop,1
58,72078.0,Salaried,Graduate,414731,435.0,looking to consolidate credit card debt into one payment,0
57,69146.0,Business,Graduate,445881,444.0,purchasing new machinery for my shop,0
23,98655.0,Salaried,Graduate,386551,636.0,funding for my daughter wedding expenses,0
24,133494.0,Self-Employed,Graduate,306836,539.0,looking to consolidate credit card debt into one payment,0
33,140941.0,Salaried,Not Graduate,252656,795.0,emergency funds needed for unexpected medical procedure,0
45,54101.0,Salaried,Not Graduate,173104,541.0,home renovation and repair work needed urgently,0
35,147410.0,Self-Employed,Not Graduate,385089,611.0,funding for my daughter wedding expenses,0
42,,Salaried,Graduate,162481,335.0,planning to expand my small business and buy new equipment,0
28,24401.0,Self-Employed,Graduate,137598,406.0,funding for my daughter wedding expenses,0
53,141690.0,Salaried,Not Graduate,434593,767.0,starting a small business selling handmade crafts,0
34,33629.0,Business,Graduate,296805,489.0,I need this loan to renovate my home and fix the roof,0
23,94460.0,Self-Employed,Graduate,180338,531.0,I need this loan to renovate my home and fix the roof,1
53,121749.0,Business,Graduate,433265,624.0,purchasing new machinery for my shop,0
60,48674.0,Salaried,Graduate,481527,331.0,I need this loan to renovate my home and fix the roof,0
21,51535.0,Salaried,Graduate,162402,,funding for my daughter wedding expenses,0
40,79283.0,Salaried,Graduate,263101,490.0,debt consolidation to reduce monthly payments,0
57,134454.0,Salaried,Graduate,244357,381.0,looking to consolidate credit card debt into one payment,0
52,45186.0,Salaried,Graduate,352316,530.0,buying a new car for daily commute,0
58,104566.0,Salaried,Graduate,475767,545.0,planning to expand my small business and buy new equipment,0
39,76099.0,Salaried,Graduate,276521,402.0,debt consolidation to reduce monthly payments,1
37,30099.0,Salaried,Graduate,400114,598.0,emergency funds needed for unexpected medical procedure,0
52,110968.0,Salaried,Not Graduate,299823,710.0,traveling abroad for higher education,0
27,127391.0,Salaried,Graduate,444084,447.0,traveling abroad for higher education,0
31,92710.0,Salaried,Not Graduate,205271,831.0,funding for my daughter wedding expenses,0
47,38808.0,Self-Employed,Not Graduate,195697,636.0,I need this loan to renovate my home and fix the roof,0
50,36022.0,Salaried,Graduate,214097,725.0,funding for my daughter wedding expenses,1
26,72171.0,Salaried,Not Graduate,498270,338.0,planning to expand my small business and buy new equipment,0
43,83366.0,Salaried,Not Graduate,307663,722.0,starting a small business selling handmade crafts,0
37,89544.0,Self-Employed,Graduate,80519,485.0,planning to expand my small business and buy new equipment,1
43,47893.0,Salaried,Graduate,25242,690.0,purchasing new machinery for my shop,0
63,82603.0,Self-Employed,Graduate,261791,742.0,emergency funds needed for unexpected medical procedure,0
24,54835.0,Business,Not Graduate,403819,437.0,looking to consolidate credit card debt into one payment,1
64,107631.0,Salaried,Not Graduate,242240,442.0,purchasing new machinery for my shop,0
40,122524.0,Business,Not Graduate,282303,332.0,debt consolidation to reduce monthly payments,1
54,103112.0,Self-Employed,Not Graduate,400223,632.0,buying a new car for daily commute,0
39,15168.0,Salaried,Graduate,260590,725.0,planning to expand my small business and buy new equipment,0
34,148925.0,Salaried,Not Graduate,454765,525.0,funding for my daughter wedding expenses,0
54,18208.0,Self-Employed,Graduate,320777,388.0,emergency funds needed for unexpected medical procedure,0
51,149921.0,Business,Not Graduate,366913,474.0,debt consolidation to reduce monthly payments,0
27,19289.0,Salaried,Graduate,391824,521.0,looking to consolidate credit card debt into one payment,0
52,84722.0,Salaried,Graduate,315274,803.0,home renovation and repair work needed urgently,0
54,29306.0,Self-Employed,Not Graduate,29782,368.0,looking to consolidate credit card debt into one payment,1
38,27851.0,Salaried,Not Graduate,216577,488.0,want to pay off medical bills after a family emergency,0
61,107258.0,Self-Employed,Graduate,75035,650.0,buying a new car for daily commute,0
49,113258.0,Salaried,Graduate,257611,430.0,planning to expand my small business and buy new equipment,0
35,30961.0,Self-Employed,Graduate,75867,786.0,funding for my daughter wedding expenses,0
21,146849.0,Business,Not Graduate,257103,,funding for my daughter wedding expenses,0
50,58262.0,Self-Employed,Graduate,175200,,looking to consolidate credit card debt into one payment,0
30,57974.0,Self-Employed,Graduate,15082,,debt consolidation to reduce monthly payments,0
54,55091.0,Self-Employed,Graduate,66812,715.0,looking to consolidate credit card debt into one payment,0
44,77263.0,Business,Graduate,254007,674.0,home renovation and repair work needed urgently,1
41,39007.0,Business,Graduate,44014,402.0,home renovation and repair work needed urgently,0
28,,Salaried,Graduate,428705,327.0,emergency funds needed for unexpected medical procedure,0
52,43347.0,Self-Employed,Not Graduate,380554,490.0,looking to consolidate credit card debt into one payment,0
28,21941.0,Salaried,Not Graduate,356090,372.0,debt consolidation to reduce monthly payments,0
39,,Business,Not Graduate,90198,460.0,want to pay off medical bills after a family emergency,1
57,105755.0,Self-Employed,Graduate,398875,651.0,looking to consolidate credit card debt into one payment,0
61,118017.0,Salaried,Graduate,319172,623.0,traveling abroad for higher education,1
64,62700.0,Salaried,Not Graduate,198290,415.0,funding for my daughter wedding expenses,0
63,58705.0,Salaried,Not Graduate,5205,309.0,home renovation and repair work needed urgently,0
45,121307.0,Self-Employed,Graduate,266841,424.0,I need this loan to renovate my home and fix the roof,0
29,106960.0,Salaried,Not Graduate,398973,550.0,emergency funds needed for unexpected medical procedure,1
57,127336.0,Salaried,Not Graduate,21574,728.0,traveling abroad for higher education,0
56,137323.0,Business,Not Graduate,31052,500.0,home renovation and repair work needed urgently,0
64,125866.0,Self-Employed,Not Graduate,194583,457.0,starting a small business selling handmade crafts,1
49,141425.0,Salaried,Graduate,258229,603.0,traveling abroad for higher education,0
27,71249.0,Salaried,Graduate,239835,339.0,looking to consolidate credit card debt into one payment,0
43,68280.0,Business,Graduate,215970,423.0,funding for my daughter wedding expenses,0
40,58408.0,Self-Employed,Graduate,131328,320.0,I need this loan to renovate my home and fix the roof,1
58,46755.0,Self-Employed,Not Graduate,34632,589.0,home renovation and repair work needed urgently,0
38,116090.0,Salaried,Graduate,20464,543.0,home renovation and repair work needed urgently,0
35,111450.0,Salaried,Graduate,53910,620.0,debt consolidation to reduce monthly payments,0
24,123187.0,Salaried,Not Graduate,346752,639.0,home renovation and repair work needed urgently,0
57,37597.0,Self-Employed,Not Graduate,394059,517.0,planning to expand my small business and buy new equipment,1
54,81319.0,Salaried,Not Graduate,220368,777.0,emergency funds needed for unexpected medical procedure,0
22,44964.0,Salaried,Graduate,43322,805.0,debt consolidation to reduce monthly payments,0
40,135559.0,Self-Employed,Not Graduate,210760,360.0,want to pay off medical bills after a family emergency,0
42,51100.0,Business,Graduate,492892,806.0,buying a new car for daily commute,0
41,34427.0,Self-Employed,Graduate,128743,408.0,traveling abroad for higher education,0
61,91931.0,Salaried,Graduate,248101,436.0,funding for my daughter wedding expenses,0
27,133674.0,Salaried,Graduate,271226,591.0,debt consolidation to reduce monthly payments,0
34,138623.0,Salaried,Not Graduate,168318,316.0,starting a small business selling handmade crafts,0
28,27972.0,Salaried,Graduate,221823,500.0,emergency funds needed for unexpected medical procedure,0
31,58995.0,Salaried,Graduate,238511,407.0,emergency funds needed for unexpected medical procedure,1
60,35725.0,Salaried,Not Graduate,239622,565.0,emergency funds needed for unexpected medical procedure,0
62,56561.0,Self-Employed,Not Graduate,360252,748.0,debt consolidation to reduce monthly payments,0
22,87068.0,Business,Graduate,292531,808.0,traveling abroad for higher education,0
48,52877.0,Business,Not Graduate,31433,416.0,looking to consolidate credit card debt into one payment,0
31,24114.0,Salaried,Not Graduate,8130,599.0,purchasing new machinery for my shop,0
29,83854.0,Salaried,Not Graduate,208294,560.0,emergency funds needed for unexpected medical procedure,0
33,22128.0,Salaried,Not Graduate,454309,528.0,emergency funds needed for unexpected medical procedure,0
29,45603.0,Salaried,Not Graduate,23262,647.0,looking to consolidate credit card debt into one payment,0
42,15070.0,Salaried,Not Graduate,40188,844.0,buying a new car for daily commute,1
64,26720.0,Salaried,Graduate,341233,522.0,emergency funds needed for unexpected medical procedure,0
46,73902.0,Self-Employed,Graduate,228207,335.0,funding for my daughter wedding expenses,0
52,129846.0,Salaried,Graduate,119162,803.0,looking to consolidate credit card debt into one payment,0
42,119574.0,Business,Not Graduate,107649,812.0,debt consolidation to reduce monthly payments,0
21,28342.0,Salaried,Graduate,334178,477.0,funding for my daughter wedding expenses,1
24,19703.0,Salaried,Not Graduate,264272,575.0,emergency funds needed for unexpected medical procedure,0
32,60641.0,Salaried,Graduate,320923,774.0,I need this loan to renovate my home and fix the roof,0
31,103054.0,Salaried,Graduate,143713,577.0,I need this loan to renovate my home and fix the roof,1
57,115808.0,Salaried,Graduate,265553,564.0,traveling abroad for higher education,0
58,126122.0,Business,Graduate,430703,807.0,planning to expand my small business and buy new equipment,0
58,61197.0,Salaried,Graduate,161709,755.0,debt consolidation to reduce monthly payments,0
49,37680.0,Salaried,Graduate,201198,579.0,traveling abroad for higher education,0
45,18556.0,Self-Employed,Not Graduate,86052,388.0,buying a new car for daily commute,1
49,34826.0,Salaried,Graduate,321184,541.0,traveling abroad for higher education,1
38,23796.0,Self-Employed,Graduate,21092,672.0,buying a new car for daily commute,0
50,131208.0,Salaried,Graduate,128195,449.0,purchasing new machinery for my shop,0
55,51235.0,Business,Graduate,357964,595.0,want to pay off medical bills after a family emergency,0
54,126121.0,Salaried,Graduate,14606,662.0,buying a new car for daily commute,0
48,89676.0,Salaried,Not Graduate,494598,346.0,funding for my daughter wedding expenses,1
23,87757.0,Self-Employed,Not Graduate,205056,613.0,debt consolidation to reduce monthly payments,0
52,76397.0,Business,Graduate,202357,705.0,I need this loan to renovate my home and fix the roof,1
37,125591.0,Salaried,Graduate,270560,417.0,debt consolidation to reduce monthly payments,0
53,20865.0,Self-Employed,Graduate,321395,601.0,I need this loan to renovate my home and fix the roof,0
44,27522.0,Salaried,Graduate,232475,690.0,looking to consolidate credit card debt into one payment,0
59,72157.0,Salaried,Not Graduate,442703,324.0,emergency funds needed for unexpected medical procedure,0
35,68255.0,Salaried,Graduate,481197,654.0,planning to expand my small business and buy new equipment,0
61,88655.0,Self-Employed,Not Graduate,104173,442.0,buying a new car for daily commute,0
58,114602.0,Salaried,Graduate,354885,518.0,purchasing new machinery for my shop,0
35,94318.0,Self-Employed,Graduate,153951,656.0,debt consolidation to reduce monthly payments,0
42,,Salaried,Graduate,497856,302.0,I need this loan to renovate my home and fix the roof,0
44,59184.0,Business,Graduate,130391,309.0,emergency funds needed for unexpected medical procedure,0
54,116564.0,Business,Not Graduate,151054,545.0,emergency funds needed for unexpected medical procedure,0
51,42198.0,Salaried,Graduate,358548,822.0,I need this loan to renovate my home and fix the roof,0
58,83064.0,Salaried,Not Graduate,395581,303.0,emergency funds needed for unexpected medical procedure,0
37,87736.0,Salaried,Not Graduate,68649,733.0,starting a small business selling handmade crafts,0
43,116285.0,Business,Graduate,280001,341.0,home renovation and repair work needed urgently,0
39,111437.0,Salaried,Graduate,176108,568.0,looking to consolidate credit card debt into one payment,0
61,77731.0,Salaried,Graduate,307821,536.0,looking to consolidate credit card debt into one payment,0
34,56737.0,Salaried,Graduate,280581,557.0,home renovation and repair work needed urgently,1
46,64667.0,Self-Employed,Not Graduate,492997,345.0,home renovation and repair work needed urgently,0
26,70564.0,Salaried,Graduate,467165,714.0,planning to expand my small business and buy new equipment,0
58,44590.0,Salaried,Not Graduate,328723,451.0,want to pay off medical bills after a family emergency,1
37,99429.0,Business,Graduate,341310,724.0,emergency funds needed for unexpected medical procedure,0
35,43131.0,Salaried,Graduate,449914,660.0,debt consolidation to reduce monthly payments,0
46,102571.0,Business,Not Graduate,95827,603.0,want to pay off medical bills after a family emergency,0
42,116451.0,Salaried,Graduate,364246,469.0,want to pay off medical bills after a family emergency,0
58,144848.0,Salaried,Not Graduate,387178,658.0,debt consolidation to reduce monthly payments,0
44,31052.0,Business,Graduate,68056,848.0,home renovation and repair work needed urgently,0
43,117563.0,Self-Employed,Not Graduate,441248,807.0,traveling abroad for higher education,0
25,26607.0,Self-Employed,Not Graduate,351214,803.0,debt consolidation to reduce monthly payments,0
21,60528.0,Salaried,Not Graduate,176830,420.0,purchasing new machinery for my shop,0
38,38799.0,Salaried,Graduate,244736,621.0,want to pay off medical bills after a family emergency,1
64,36908.0,Salaried,Not Graduate,247351,518.0,looking to consolidate credit card debt into one payment,1
61,38671.0,Salaried,Graduate,459805,831.0,want to pay off medical bills after a family emergency,0
48,20931.0,Salaried,Not Graduate,484775,822.0,I need this loan to renovate my home and fix the roof,0
48,126119.0,Salaried,Graduate,404383,777.0,debt consolidation to reduce monthly payments,0
38,23252.0,Salaried,Graduate,327843,389.0,emergency funds needed for unexpected medical procedure,0
28,68798.0,Salaried,Graduate,56546,475.0,planning to expand my small business and buy new equipment,0
21,109386.0,Salaried,Graduate,457837,691.0,want to pay off medical bills after a family emergency,0
35,148702.0,Salaried,Graduate,71288,712.0,want to pay off medical bills after a family emergency,0
34,130250.0,Business,Not Graduate,87570,492.0,funding for my daughter wedding expenses,0
29,33523.0,Self-Employed,Graduate,39457,375.0,buying a new car for daily commute,0
32,148344.0,Salaried,Not Graduate,474135,375.0,looking to consolidate credit card debt into one payment,0
22,103227.0,Self-Employed,Graduate,249156,676.0,purchasing new machinery for my shop,0
47,39241.0,Business,Not Graduate,121804,549.0,want to pay off medical bills after a family emergency,0
61,75578.0,Salaried,Not Graduate,44982,570.0,starting a small business selling handmade crafts,0
51,138914.0,Salaried,Graduate,208936,748.0,buying a new car for daily commute,0
40,68043.0,Salaried,Not Graduate,363220,309.0,funding for my daughter wedding expenses,1
39,39791.0,Salaried,Not Graduate,497307,714.0,debt consolidation to reduce monthly payments,0
34,133136.0,Self-Employed,Not Graduate,278417,450.0,purchasing new machinery for my shop,1
27,143651.0,Business,Graduate,305530,812.0,I need this loan to renovate my home and fix the roof,0
47,146705.0,Salaried,Graduate,418763,825.0,buying a new car for daily commute,0
45,144020.0,Self-Employed,Not Graduate,451406,576.0,planning to expand my small business and buy new equipment,0
21,132835.0,Salaried,Graduate,143498,473.0,buying a new car for daily commute,0
39,76356.0,Self-Employed,Not Graduate,495987,428.0,emergency funds needed for unexpected medical procedure,1
33,40960.0,Self-Employed,Graduate,261974,399.0,funding for my daughter wedding expenses,0
28,98316.0,Salaried,Not Graduate,465419,849.0,looking to consolidate credit card debt into one payment,0
51,44807.0,Salaried,Graduate,63152,403.0,looking to consolidate credit card debt into one payment,0
44,78875.0,Self-Employed,Graduate,53226,545.0,looking to consolidate credit card debt into one payment,1
48,103569.0,Business,Not Graduate,442881,563.0,looking to consolidate credit card debt into one payment,0
52,142788.0,Salaried,Not Graduate,337921,673.0,funding for my daughter wedding expenses,0
64,54026.0,Salaried,Not Graduate,91627,,home renovation and repair work needed urgently,0
56,49008.0,Salaried,Not Graduate,447986,606.0,planning to expand my small business and buy new equipment,0
48,114187.0,Self-Employed,Graduate,55669,716.0,I need this loan to renovate my home and fix the roof,0
